InvoiceNo,InvoiceDate,CustomerID,Quantity,UnitPrice
203156,2022-03-18,10402,2,50.5
204307,2022-10-31,10384,6,28.74
205634,2022-09-13,10366,8,63.95
208575,2022-04-12,10338,8,7.73
205810,2022-04-16,10194,7,17.97
208533,2022-11-29,10310,10,20.95
205934,2022-02-08,10163,4,21.98
203109,2022-11-10,10208,7,39.18
204082,2022-10-02,10445,10,38.28
203240,2022-03-29,10169,6,40.33
206028,2022-07-30,10484,6,44.61
201849,2022-03-18,10161,2,20.59
208497,2022-03-18,10068,8,18.01
202749,2022-01-28,10289,8,40.37
206680,2022-09-02,10398,7,24.16
209327,2022-03-07,10277,9,15.1
200205,2022-09-23,10304,8,53.82
207352,2022-07-24,10404,9,66.52
204591,2022-02-27,10384,9,72.14
203450,2022-07-20,10392,6,36.36
207214,2022-08-13,10135,2,45.28
203811,2022-05-22,10195,7,65.69
205141,2022-03-25,10401,3,24.03
208501,2022-05-23,10128,7,57.7
202708,2022-12-18,10033,9,38.0
201991,2022-02-02,10176,10,52.29
208463,2022-06-01,10460,10,36.34
203273,2022-06-07,10443,2,63.32
204538,2022-05-21,10371,6,37.03
208712,2022-09-08,10470,6,15.77
209168,2022-10-30,10375,9,68.44
203722,2022-04-22,10022,9,20.62
203551,2022-05-24,10238,5,61.96
202832,2022-07-28,10158,5,31.65
205679,2022-08-12,10038,9,59.62
206579,2022-02-12,10230,8,58.4
200152,2022-09-21,10365,7,41.06
205754,2022-09-01,10051,8,42.7
202800,2022-01-03,10438,6,40.91
205310,2022-05-05,10264,3,12.1
209944,2022-09-25,10283,7,35.13
202610,2022-03-25,10027,8,18.95
201104,2022-01-16,10226,8,36.07
207361,2022-11-30,10277,1,18.7
204199,2022-02-28,10286,7,18.31
203854,2022-06-26,10097,3,73.88
207263,2022-03-04,10284,2,56.53
201914,2022-02-18,10367,2,33.05
207365,2022-11-03,10448,8,36.32
203072,2022-09-03,10481,9,29.25
209198,2022-10-16,10453,3,44.03
200406,2022-10-13,10317,3,23.62
200166,2022-11-28,10304,6,54.43
200508,2022-01-15,10147,10,29.18
201661,2022-12-04,10004,1,26.84
203664,2022-09-12,10035,6,33.48
203489,2022-04-02,10192,3,24.64
200680,2022-10-06,10049,4,39.03
202524,2022-07-25,10017,9,25.31
202120,2022-04-04,10172,3,41.86
205260,2022-08-13,10220,1,60.83
204357,2022-10-28,10158,3,23.11
201363,2022-11-14,10477,7,31.02
209523,2022-07-18,10046,7,41.71
202292,2022-09-28,10373,5,26.63
201538,2022-08-22,10006,1,41.77
203408,2022-02-15,10099,8,43.72
207742,2022-03-05,10380,10,56.92
208752,2022-08-18,10233,8,24.46
209291,2022-09-06,10037,10,20.67
201903,2022-09-03,10280,10,28.39
200174,2022-03-16,10349,10,20.41
202230,2022-06-06,10497,2,43.91
204287,2022-08-11,10302,10,18.53
204160,2022-07-09,10181,3,106.33
207106,2022-02-21,10095,4,63.3
209689,2022-03-29,10099,1,33.32
203171,2022-11-09,10188,4,51.1
201567,2022-12-05,10481,5,14.61
201151,2022-03-07,10116,3,116.94
207619,2022-05-30,10191,10,24.65
206033,2022-01-20,10253,2,31.18
208560,2022-02-02,10469,6,13.09
204946,2022-11-24,10416,8,42.23
208234,2022-10-08,10471,7,19.05
201907,2022-02-15,10161,1,34.84
203490,2022-03-14,10256,4,25.23
202535,2022-12-20,10323,3,19.32
204173,2022-11-09,10128,6,22.15
201293,2022-12-09,10018,9,37.07
204769,2022-05-13,10281,9,17.45
204796,2022-02-24,10490,7,22.77
206871,2022-03-02,10223,9,46.14
202972,2022-12-11,10054,8,121.66
203922,2022-01-08,10058,5,42.05
204997,2022-09-29,10323,9,20.93
207032,2022-09-03,10360,7,27.56
200992,2022-06-25,10174,5,33.64
208112,2022-04-26,10280,8,27.81
205287,2022-11-13,10114,7,52.01
202240,2022-09-28,10288,9,36.92
201476,2022-07-12,10431,10,52.14
206426,2022-05-30,10342,1,28.3
200389,2022-05-11,10151,9,64.25
200999,2022-04-12,10450,7,30.47
201855,2022-11-06,10127,1,20.38
208125,2022-09-27,10155,1,98.36
208850,2022-10-19,10490,5,13.3
202763,2022-07-29,10386,8,22.89
203663,2022-12-27,10474,9,24.2
204986,2022-12-04,10273,6,116.07
201481,2022-03-08,10104,10,81.73
207256,2022-01-10,10417,8,69.89
203731,2022-02-18,10393,6,28.07
207262,2022-04-21,10299,6,111.4
200451,2022-11-17,10246,4,39.81
209729,2022-08-07,10176,5,53.98
203093,2022-02-26,10039,2,36.23
200882,2022-10-10,10477,3,32.31
204408,2022-04-23,10170,3,29.2
204068,2022-05-13,10247,5,29.82
203277,2022-03-12,10026,5,44.89
208566,2022-03-24,10355,6,39.79
207951,2022-02-26,10306,5,32.6
204690,2022-12-15,10409,6,70.44
204595,2022-09-28,10408,8,7.51
204559,2022-04-21,10013,2,42.73
207291,2022-12-23,10316,4,47.41
208160,2022-03-17,10391,6,58.76
200112,2022-06-07,10313,5,32.06
205131,2022-01-20,10036,1,36.74
203197,2022-05-11,10173,9,54.22
200139,2022-11-25,10020,3,69.8
201424,2022-05-02,10321,2,28.5
202949,2022-02-10,10264,9,37.84
203168,2022-06-16,10494,7,76.65
208708,2022-05-10,10400,5,11.45
206043,2022-01-23,10142,6,23.45
206989,2022-10-06,10460,4,68.92
207236,2022-09-08,10371,1,57.18
206261,2022-01-09,10471,4,43.0
200887,2022-01-13,10143,9,26.46
203104,2022-11-03,10092,1,21.31
200049,2022-11-16,10354,10,24.64
203951,2022-02-21,10322,3,71.81
203560,2022-07-28,10288,5,24.19
200018,2022-02-07,10215,7,34.84
204821,2022-04-10,10447,9,22.72
206340,2022-07-12,10342,6,50.47
208058,2022-07-10,10051,3,25.3
209665,2022-02-20,10153,7,31.54
202606,2022-05-21,10186,4,14.27
207846,2022-06-17,10063,3,14.78
208643,2022-11-07,10190,7,33.24
206432,2022-04-19,10125,7,17.07
203765,2022-07-26,10150,4,94.87
202438,2022-10-27,10314,7,11.81
209741,2022-04-20,10058,2,22.2
206358,2022-07-15,10342,1,33.39
208319,2022-06-01,10305,2,27.59
205941,2022-08-31,10180,4,19.07
207644,2022-05-08,10170,8,20.51
204855,2022-04-15,10326,3,20.18
206547,2022-01-10,10271,10,28.69
207196,2022-12-22,10054,6,87.88
205911,2022-05-28,10491,6,34.43
206481,2022-12-31,10444,9,59.83
202761,2022-12-30,10101,9,42.67
204456,2022-05-20,10481,4,57.8
209607,2022-07-09,10264,9,8.17
206361,2022-04-04,10053,6,28.44
205693,2022-08-17,10060,2,63.66
205788,2022-03-04,10492,10,24.88
200201,2022-12-06,10108,6,79.94
206160,2022-01-25,10005,2,69.54
200517,2022-09-25,10103,8,26.19
207737,2022-10-08,10196,4,25.75
209533,2022-01-11,10262,5,19.95
201988,2022-11-16,10365,8,24.17
203802,2022-07-20,10480,8,17.88
205808,2022-05-06,10372,6,41.03
207162,2022-11-02,10350,4,15.99
206241,2022-07-09,10047,1,44.78
208399,2022-03-30,10355,7,45.33
205633,2022-12-21,10311,8,14.43
205755,2022-04-26,10424,9,71.87
206309,2022-12-18,10308,2,42.81
204117,2022-06-26,10144,1,48.18
208345,2022-01-14,10269,4,22.66
201518,2022-09-14,10370,5,45.2
206163,2022-07-28,10124,10,58.16
202600,2022-10-08,10106,1,31.52
202195,2022-11-24,10158,5,90.1
203554,2022-11-21,10147,6,33.85
202849,2022-04-15,10145,3,58.58
201742,2022-05-27,10120,7,38.34
201306,2022-10-06,10319,6,44.38
203849,2022-01-09,10275,4,14.36
207519,2022-04-28,10092,3,39.87
204195,2022-04-04,10058,5,22.93
205178,2022-05-24,10439,3,21.69
202555,2022-10-16,10346,10,79.21
202305,2022-01-14,10229,9,29.76
207619,2022-09-14,10474,9,20.05
209280,2022-12-12,10117,6,27.67
202642,2022-07-05,10318,6,17.28
209369,2022-12-11,10279,4,67.83
206409,2022-07-26,10127,4,23.39
204757,2022-12-12,10393,2,43.15
202994,2022-06-21,10396,10,65.24
208751,2022-09-27,10129,4,25.79
201271,2022-08-09,10058,8,43.21
201813,2022-06-01,10122,10,19.79
208801,2022-04-21,10001,2,112.49
202461,2022-07-02,10239,9,52.89
204120,2022-12-05,10290,1,30.08
206124,2022-03-13,10096,2,22.5
208475,2022-10-10,10126,2,31.28
204396,2022-03-15,10118,6,27.94
209283,2022-12-21,10048,7,87.92
200816,2022-08-03,10089,3,17.94
207304,2022-11-24,10488,9,35.42
207331,2022-01-23,10237,5,32.81
200082,2022-03-09,10373,5,31.23
201920,2022-12-28,10385,4,31.36
207817,2022-04-03,10272,9,31.25
202093,2022-11-17,10189,8,51.24
207071,2022-11-20,10487,4,44.9
207967,2022-03-04,10192,4,40.83
208367,2022-08-12,10447,2,7.26
205285,2022-08-13,10069,9,38.47
204937,2022-12-12,10278,3,14.47
200369,2022-12-03,10349,4,45.75
201818,2022-04-13,10247,7,69.22
202101,2022-08-03,10451,10,20.84
203490,2022-07-11,10076,8,29.05
201779,2022-06-09,10154,8,24.54
207674,2022-07-26,10144,4,61.42
201364,2022-09-26,10435,7,34.73
207294,2022-07-13,10485,10,78.58
203676,2022-06-01,10086,1,40.73
202426,2022-08-25,10185,6,37.38
208264,2022-03-29,10285,6,34.26
208089,2022-01-11,10462,6,49.85
202962,2022-07-06,10220,2,13.89
200859,2022-08-02,10069,8,34.56
204138,2022-01-15,10047,5,31.98
202424,2022-09-23,10497,5,47.59
209256,2022-10-24,10094,2,30.15
204017,2022-03-14,10238,4,19.7
208560,2022-02-21,10446,9,33.24
208342,2022-05-08,10500,9,19.27
201134,2022-01-28,10453,6,12.65
205166,2022-03-06,10204,9,47.63
205119,2022-01-17,10400,4,44.24
205694,2022-12-17,10218,1,41.83
206136,2022-05-18,10474,2,63.53
205485,2022-11-15,10432,1,23.75
204164,2022-08-17,10341,8,16.19
202346,2022-09-11,10039,9,31.98
205039,2022-07-29,10100,10,27.83
204897,2022-10-21,10289,6,21.73
208252,2022-08-19,10254,2,31.82
205041,2022-08-29,10222,6,24.39
203901,2022-03-11,10357,9,13.22
201337,2022-04-14,10023,3,26.56
201184,2022-07-23,10250,9,18.76
204426,2022-02-22,10010,2,37.18
201551,2022-11-26,10246,5,23.85
201629,2022-02-23,10325,2,57.73
209519,2022-10-03,10100,7,73.84
201526,2022-12-01,10290,10,46.51
209865,2022-01-31,10180,9,15.25
201361,2022-05-15,10223,7,70.29
209765,2022-02-27,10394,5,72.81
204370,2022-04-15,10250,4,33.43
205283,2022-09-23,10147,4,64.17
207610,2022-01-10,10442,10,25.13
201993,2022-09-10,10096,8,13.03
200869,2022-10-22,10257,10,22.64
201014,2022-06-05,10325,10,78.62
200602,2022-06-07,10493,10,15.71
200690,2022-02-06,10004,10,33.11
208685,2022-04-29,10016,10,33.69
200489,2022-03-08,10280,1,25.62
206864,2022-08-30,10336,5,26.53
207240,2022-10-26,10247,2,34.33
207786,2022-08-01,10258,9,25.0
208024,2022-11-04,10497,7,16.26
200294,2022-04-11,10476,10,36.87
205488,2022-02-25,10384,8,56.64
204027,2022-11-28,10160,6,51.15
202912,2022-11-20,10475,9,22.09
209909,2022-08-27,10340,6,17.71
204744,2022-08-19,10152,7,28.73
201873,2022-12-28,10396,7,72.52
203258,2022-04-02,10178,9,45.73
202817,2022-10-06,10163,8,47.09
208636,2022-04-19,10380,1,51.67
203641,2022-11-13,10033,4,40.87
204458,2022-06-17,10417,7,35.17
205307,2022-10-27,10445,8,46.12
208933,2022-08-06,10179,7,25.2
202041,2022-08-10,10427,3,16.33
200679,2022-06-10,10101,4,47.54
205738,2022-01-16,10268,7,61.49
205668,2022-10-05,10323,8,18.93
209550,2022-02-26,10065,7,49.95
207697,2022-03-03,10417,6,76.74
208033,2022-12-29,10168,9,33.08
200062,2022-11-23,10330,9,22.0
207829,2022-08-30,10043,7,35.22
207352,2022-03-31,10044,8,25.15
206915,2022-03-13,10285,6,24.33
208326,2022-11-22,10397,1,41.12
203644,2022-01-30,10012,1,14.85
204970,2022-12-25,10095,6,16.09
208003,2022-10-15,10302,2,33.44
203278,2022-03-27,10386,8,32.75
207296,2022-08-22,10253,1,39.32
209014,2022-08-23,10499,2,84.57
203074,2022-11-09,10242,8,34.89
208312,2022-12-31,10035,6,44.66
207552,2022-09-22,10215,10,20.33
201637,2022-10-14,10337,2,48.62
205103,2022-11-23,10090,2,25.45
209116,2022-09-26,10264,7,34.32
200644,2022-07-05,10093,5,31.36
202032,2022-05-11,10410,5,55.51
202761,2022-10-18,10458,8,17.2
202068,2022-10-04,10090,7,10.57
200241,2022-11-16,10418,9,29.76
202668,2022-12-17,10115,4,41.86
200802,2022-06-29,10105,10,35.74
205059,2022-10-17,10391,4,61.32
200195,2022-06-12,10196,2,41.21
202187,2022-09-28,10314,3,24.98
